smiles_a,count,fraction,mean_target_enrichment,max_target_enrichment,mean_seq_target_sum
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2nccn2C)CN1,1,0.001,0.35269591826848534,0.35269591826848534,9.0
CNC(=O)[C@@H]1C[C@H](NC(=O)C(C)C)CN1,1,0.001,0.4401028578767641,0.4401028578767641,5.0
CNC(=O)[C@H](N)COCc1ccccc1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2cccs2)CN1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CNC(=O)[C@H](N)Cc1ccccc1Cl,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@H](CN)NC(=O)c1cn(C)cn1,1,0.001,0.9855548860444037,0.9855548860444037,11.0
CNC(=O)[C@@H](CCN)NC(=O)c1cc(C)[nH]n1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CNC(=O)[C@H](N)Cc1cccs1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CNC(=O)[C@H](CN)NC(=O)[C@H]1CCCO1,1,0.001,0.4109746503212993,0.4109746503212993,10.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2cc(C)[nH]n2)CN1,1,0.001,0.39519655135713944,0.39519655135713944,6.0
CNC(=O)[C@H](CN)NC(=O)c1ccccn1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2cn(C)cn2)CN1,1,0.001,1.3737293899225669,1.3737293899225669,14.0
CNC(=O)[C@@H](CN)NC(=O)c1ccc2[nH]ncc2c1,1,0.001,0.3047736254852561,0.3047736254852561,6.0
CNC(=O)[C@@H]1CC[C@H](N)C1,1,0.001,0.5051226099819728,0.5051226099819728,7.0
CNC(=O)[C@H](CN)NC(=O)c1ccn(C)n1,1,0.001,0.3895480581247732,0.3895480581247732,7.0
CNC(=O)[C@@H](CCN)NC(=O)c1cnn(C)c1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@H](CN)NC(=O)c1ccccc1,1,0.001,0.39519655135713944,0.39519655135713944,6.0
CNC(=O)c1cccc(S(=O)(=O)N2CCNCC2)c1,1,0.001,0.2913837581132128,0.2913837581132128,5.0
CNC(=O)[C@H](CCN)NC(=O)c1csc(N)n1,1,0.001,0.5051226099819728,0.5051226099819728,7.0
CNC(=O)[C@H](CCN)NC(=O)c1nccn1C,1,0.001,0.4401028578767641,0.4401028578767641,5.0
CNC(=O)[C@@H](N)Cc1cccs1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)CC(C)C)CN1,1,0.001,0.758309749116324,0.758309749116324,17.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cn[nH]c2C)CN1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H](CN)NC(=O)[C@H]1CCCO1,1,0.001,0.4401028578767641,0.4401028578767641,5.0
CNC(=O)[C@H](CN)NC(C)=O,1,0.001,0.3895480581247732,0.3895480581247732,7.0
CNC(=O)[C@@H]1C[C@H](N)CN1C(=O)c1ccccc1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H](CCN)NC(=O)c1ccncc1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@H](CCN)NC(=O)c1ccccn1,1,0.001,0.32100780130059087,0.32100780130059087,7.0
CNC(=O)C[C@@H]1Cc2ccccc2CN1,1,0.001,0.6198946943311969,0.6198946943311969,8.0
CNC(=O)[C@@H](CN)NC(=O)c1coc(C)n1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CNC(=O)[C@H]1CCCN1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H](CCN)NC(=O)c1cn(C)cn1,1,0.001,0.3895480581247732,0.3895480581247732,7.0
CNC(=O)[C@H](CCN)NC(=O)c1ccnn1C,1,0.001,0.758309749116324,0.758309749116324,17.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccccn2)CN1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2cnc[nH]2)CN1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H](N)c1ccccc1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2nccn2C)CN1,1,0.001,0.33723597834418606,0.33723597834418606,8.0
CNC(=O)[C@H](N)Cc1c[nH]c2ccccc12,1,0.001,1.1156160423699293,1.1156160423699293,9.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cnccn2)CN1,1,0.001,0.3047736254852561,0.3047736254852561,6.0
CNC(=O)[C@@H](CN)NC(=O)c1cnccn1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CNC(=O)[C@H](N)C(C)C,1,0.001,0.2913837581132128,0.2913837581132128,5.0
CNC(=O)[C@H](CN)NC(=O)c1cocn1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)c1ccc2nc(CCN)[nH]c2c1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@H](N)CCC(N)=O,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CNC(=O)CN1CCNCC1,1,0.001,0.9580971260428852,0.9580971260428852,13.0
CNC(=O)CC[C@H](N)C(=O)N1CCCCC1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CC[C@H](N)C(=O)NC,1,0.001,0.3047736254852561,0.3047736254852561,6.0
CNC(=O)CC1CNCCN1CC1CCCCC1,1,0.001,2.891919053766411,2.891919053766411,18.0
CNC(=O)[C@H](N)CC(N)=O,1,0.001,0.47805972183107326,0.47805972183107326,8.0
CNC(=O)[C@@H]1C[C@H](NC(=O)COC)CN1,1,0.001,0.2960005040368196,0.2960005040368196,8.0
CNC(=O)[C@@H](CN)NC(=O)c1cccs1,1,0.001,0.5051226099819728,0.5051226099819728,7.0
CNC(=O)[C@@H](N)CCS(C)=O,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@H](CN)NC(=O)c1cccc2[nH]ccc12,1,0.001,0.2913837581132128,0.2913837581132128,5.0
CNC(=O)C1COCCN1,1,0.001,0.3047736254852561,0.3047736254852561,6.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cn[nH]c2)CN1,1,0.001,0.4401028578767641,0.4401028578767641,5.0
CNC(=O)[C@@H](CN)NC(=O)c1cnn(C)c1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CNC(=O)C[C@H](C)N,1,0.001,0.5051226099819728,0.5051226099819728,7.0
CNC(=O)[C@@H](N)C1CCCC1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
