positive_ID,nearest_tanimoto_to_current_negative,split,positive_SMILES
BRD4DEL_actives_491,0.2903225806451613,train,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1cc3ccoc3cn1)N2Cc1cncc(Br)c1
BRD4DEL_actives_320,0.2903225806451613,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cccnc1)N2CC1CCC(=O)N1
BRD4DEL_actives_293,0.2903225806451613,train,NC(=O)[C@H](CCC(N)=O)NC(=O)c1ccc2c(c1)N=C(c1cc(Br)ccc1O)N2CCNC(C)=O
BRD4DEL_actives_432,0.2903225806451613,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1cccc3c1OCCO3)N2CCNC(C)=O)C(C)C
BRD4DEL_actives_811,0.2903225806451613,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1ccc(Br)o1)N2CC(=O)N1CCOCC1
BRD4DEL_actives_73,0.2903225806451613,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ccc(Cl)cc2)N3Cc2cccc(N3CCCC3)c2)c1
BRD4DEL_actives_585,0.2903225806451613,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cc(OC)ccn2)N3C(C)C(O)c2ccccc2)c1
BRD4DEL_actives_114,0.2903225806451613,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1ccc(COC)cc1)N2Cc1cccs1)C1CCCCC1
BRD4DEL_actives_449,0.2903225806451613,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ccc(Br)c(F)c2)N3Cc2ccc(F)c(F)c2)c1
BRD4DEL_actives_788,0.2903225806451613,val,NC(=O)[C@@H](C)NC(=O)c1ccc2c(c1)N=C(c1cc(Br)ccc1OC)N2Cc1ccc(CN(C)C)cc1
BRD4DEL_actives_885,0.29,train,NC(=O)[C@@H]1C[C@@H](c2ccccc2)CN1C(=O)c1ccc2c(c1)N=C(c1ccc(O)c(OC)c1)N2C(C)c1ccc(OC)cc1
BRD4DEL_actives_1067,0.29,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1cccs1)N2Cc1cccnc1)C(C)(C)C
BRD4DEL_actives_289,0.29,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(S(C)(=O)=O)cc2)N3CC2CCC(=O)N2)c1
BRD4DEL_actives_330,0.29,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ccc(C(F)(F)F)cn2)N3CCNC(C)=O)c1
BRD4DEL_actives_224,0.29,train,NC(=O)C(CC1CC1)NC(=O)c1ccc2c(c1)N=C(c1ccc(F)cc1C)N2C(C)c1ccc(OC)cc1
BRD4DEL_actives_713,0.29,val,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1ccco1)N2CC1COC(C)(C)O1)c1ccccc1
BRD4DEL_actives_525,0.2897196261682243,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cccnc2)N3CC2CCC(=O)N2)c1
BRD4DEL_actives_1079,0.2897196261682243,train,NC(=O)[C@@H](Cc1ccccn1)NC(=O)c1ccc2c(c1)N=C(c1cccs1)N2CCc1ccc(OC)cc1
BRD4DEL_actives_668,0.2897196261682243,train,NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(C(F)(F)F)cn1)N2CC1CCCCO1
BRD4DEL_actives_208,0.2897196261682243,train,NC(=O)[C@@H]1[C@@H](c2ccccc2)CCN1C(=O)c1ccc2c(c1)N=C(c1ccc(OC)cc1)N2CC1CCC(=O)N1
BRD4DEL_actives_448,0.2897196261682243,train,NC(=O)[C@@H](CC1CCC1)NC(=O)c1ccc2c(c1)N=C(c1nc3ccccc3[nH]1)N2Cc1ccc(F)c(F)c1
BRD4DEL_actives_321,0.2894736842105263,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1cccc(OCC)c1)N2Cc1cn[nH]c1)C1CCCC1
BRD4DEL_actives_784,0.2894736842105263,val,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1n[nH]c3ccccc13)N2Cc1ccc2c(c1)OCCO2
BRD4DEL_actives_656,0.2894736842105263,val,NC(=O)[C@H](Cc1csc2ccccc12)NC(=O)c1ccc2c(c1)N=C(c1ccc(C#N)nc1)N2CCc1ccc(OC)cc1
BRD4DEL_actives_628,0.2894736842105263,val,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1ccc3c(c1)OCCO3)N2CC(=O)N1CCOCC1
BRD4DEL_actives_679,0.2891566265060241,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1ccc(S(C)(=O)=O)cc1)N2C(CCC)C(F)(F)F
BRD4DEL_actives_610,0.28888888888888886,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccsc2)N3C(C)c2ccc(OC)cc2)c1
BRD4DEL_actives_209,0.28888888888888886,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1nnc[nH]1)N2CCCc1ccccc1)C(C)C
BRD4DEL_actives_1095,0.28888888888888886,train,NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)N=C(c1cccc(S(C)(=O)=O)c1)N2C(CC)CC
BRD4DEL_actives_86,0.28888888888888886,train,NC(=O)C1CCN(C(=O)c2ccc3c(c2)N=C(C2CCN(Cc4ccccc4)CC2)N3CC(=O)N2CCOCC2)CC1
BRD4DEL_actives_67,0.28888888888888886,train,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1csc(Br)n1)N2Cc1cccnc1
BRD4DEL_actives_863,0.28888888888888886,val,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1cccc(S(C)(=O)=O)c1)N2Cc1cccc(N2CCCC2)c1
BRD4DEL_actives_39,0.28865979381443296,train,NC(=O)[C@H](Cc1ccccc1Cl)NC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)c(OC)c1)N2Cc1ccc(C)cc1
BRD4DEL_actives_832,0.28865979381443296,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccccc2C)N3Cc2ccc(=O)[nH]c2)c1
BRD4DEL_actives_409,0.28865979381443296,train,NC(=O)[C@H](Cc1csc2ccccc12)NC(=O)c1ccc2c(c1)N=C(c1cccnc1)N2Cc1ccc(C)cc1
BRD4DEL_actives_910,0.28865979381443296,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(C2CCN(C)CC2)N3Cc2ccccc2OC)c1
BRD4DEL_actives_693,0.28865979381443296,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cccc(N4CCN(C)CC4)c2)N3C(C)C(O)c2ccccc2)c1
BRD4DEL_actives_533,0.28865979381443296,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cnc(N4CCOCC4)nc2)N3Cc2cccs2)c1
BRD4DEL_actives_607,0.28865979381443296,train,NC(=O)[C@H](Cc1ccco1)NC(=O)c1ccc2c(c1)N=C(c1cc(C)nc(C)c1)N2Cc1ccc(C)cc1
BRD4DEL_actives_540,0.28865979381443296,train,NC(=O)[C@@H](CCC(N)=O)NC(=O)c1ccc2c(c1)N=C(c1ccc(OC)cc1)N2CCN1CCCN(C)CC1
BRD4DEL_actives_364,0.28865979381443296,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cccc(OCC)c2)N3CC(O)CO)c1
BRD4DEL_actives_515,0.28865979381443296,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(F)cc2C)N3CC(=O)N2CCOCC2)c1
BRD4DEL_actives_640,0.28865979381443296,train,NC(=O)C1CCN(C(=O)c2ccc3c(c2)N=C(c2ccsc2)N3Cc2cc(OC)cc(OC)c2)CC1
BRD4DEL_actives_79,0.28865979381443296,train,NC(=O)C(Cc1cn(C)cn1)NC(=O)c1ccc2c(c1)N=C(c1ccc(F)cc1)N2Cc1nnc2ccccn12
BRD4DEL_actives_1003,0.28865979381443296,train,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(Cc1ccccc1)N2Cc1ccc(S(=O)(=O)CC)cc1
BRD4DEL_actives_837,0.28865979381443296,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(S(C)(=O)=O)cc2)N3CC(=O)N2CCOCC2)c1
BRD4DEL_actives_769,0.28865979381443296,val,NC(=O)[C@H](CC)NC(=O)c1ccc2c(c1)N=C(c1cccnc1)N2Cc1cccc(OC(F)F)c1
BRD4DEL_actives_590,0.28865979381443296,val,NC(=O)C1CCN(C(=O)c2ccc3c(c2)N=C(c2ccc(Br)o2)N3CCc2cccc(OC)c2)CC1
BRD4DEL_actives_211,0.28865979381443296,val,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cnccn2)N3Cc2ccnc(C)c2)c1
BRD4DEL_actives_671,0.28865979381443296,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ccc(C)c([N+](=O)[O-])c2)N3Cc2ccncc2)c1
BRD4DEL_actives_177,0.28846153846153844,train,NC(=O)[C@H](CC)NC(=O)c1ccc2c(c1)N=C(c1ccc(N3CCCC3)c([N+](=O)[O-])c1)N2Cc1cnn(C)c1
BRD4DEL_actives_920,0.28846153846153844,train,NC(=O)C[C@@H]1CCCN1C(=O)c1ccc2c(c1)N=C(c1cccc(OC)c1)N2Cc1ccc(S(=O)(=O)CC)cc1
BRD4DEL_actives_154,0.28846153846153844,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc4c(c2)OCCO4)N3Cc2ccnc(C)c2)c1
BRD4DEL_actives_41,0.28846153846153844,train,NC(=O)[C@H](Cc1cccc(OC)c1)NC(=O)c1ccc2c(c1)N=C(c1cccs1)N2CC(=O)N1CCOCC1
BRD4DEL_actives_566,0.28846153846153844,val,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(O)cc1)N2Cc1nc(CSC)no1
BRD4DEL_actives_241,0.28846153846153844,val,NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)N=C(c1n[nH]c3ccccc13)N2C1CCN(Cc2ccccc2)C1
BRD4DEL_actives_176,0.28846153846153844,val,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1cccc(OCC)c1)N2CCc1cccc(OC)c1)C(C)(C)C
BRD4DEL_actives_555,0.28846153846153844,val,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cnc(C)[nH]2)N3CCc2ccc(OC)cc2)c1
BRD4DEL_actives_252,0.28846153846153844,val,NC(=O)[C@@H](CC1CCC1)NC(=O)c1ccc2c(c1)N=C(c1cccc3c1OCCO3)N2Cc1ccccc1OC
BRD4DEL_actives_992,0.2882882882882883,train,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(OC)cc3)o1)N2Cc1ccc(NC(=O)CC)nc1
BRD4DEL_actives_115,0.2882882882882883,val,NC(=O)[C@H](Cc1csc2ccccc12)NC(=O)c1ccc2c(c1)N=C(c1ccc(C#N)cc1)N2Cc1ccc(-n2ccnc2)cc1
BRD4DEL_actives_82,0.28735632183908044,train,NC(=O)[C@H](Cc1ccncc1)NC(=O)c1ccc2c(c1)N=C(c1ccccc1)N2C
BRD4DEL_actives_1023,0.28735632183908044,train,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(c1cc(C)c(O)c(C)c1)N2Cc1ccc(C)cc1
BRD4DEL_actives_213,0.28735632183908044,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ccc(C)cc2)N3Cc2ccc(S(=O)(=O)CC)cc2)c1
BRD4DEL_actives_110,0.28735632183908044,train,NC(=O)[C@H](C)NC(=O)c1ccc2c(c1)N=C(c1cccc(OC)c1)N2C(C)C(O)c1ccccc1
BRD4DEL_actives_215,0.28735632183908044,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cc(C)c(O)c(C)c1)N2CCN1CCOCC1
BRD4DEL_actives_57,0.28735632183908044,val,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cc(C)on1)N2Cc1ccnc(C)c1
BRD4DEL_actives_966,0.2872340425531915,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(-c4ccc(Cl)cc4)o2)N3Cc2ccncc2)c1
BRD4DEL_actives_983,0.2872340425531915,train,NC(=O)[C@H](Cc1ccnc(Cl)c1)NC(=O)c1ccc2c(c1)N=C(c1ccc(F)cc1)N2Cc1ccnc(C)c1
BRD4DEL_actives_971,0.2872340425531915,train,NC(=O)[C@H](CC(C)C)NC(=O)c1ccc2c(c1)N=C(CCc1ccccc1)N2Cc1nc(CSC)no1
BRD4DEL_actives_888,0.2872340425531915,train,NC(=O)[C@H](CC(C)C)NC(=O)c1ccc2c(c1)N=C(c1cccc(S(C)(=O)=O)c1)N2CCCN(CC)CC
BRD4DEL_actives_304,0.2872340425531915,val,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1cnccn1)N2Cc1cc(OC)cc(OC)c1)C1CCCCC1
BRD4DEL_actives_475,0.2871287128712871,train,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(c1cc(Br)ccc1OC)N2CC1CCC(=O)N1
BRD4DEL_actives_499,0.2871287128712871,train,NC(=O)[C@H](Cc1ccsc1)NC(=O)c1ccc2c(c1)N=C(CCc1ccccc1)N2CC1CCC(=O)N1
BRD4DEL_actives_955,0.2871287128712871,train,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(N(C)C)cc1)N2Cc1cccs1
BRD4DEL_actives_1064,0.2871287128712871,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2nc4ccccc4n2C)N3C2CCN(CC)CC2)c1
BRD4DEL_actives_931,0.2871287128712871,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cn[nH]c2)N3CCCc2ccccc2)c1
BRD4DEL_actives_735,0.2871287128712871,train,NC(=O)C(CC1CC1)NC(=O)c1ccc2c(c1)N=C(c1cccnc1)N2Cc1ccc(OC)cc1OC
BRD4DEL_actives_703,0.2871287128712871,train,NC(=O)C(COC)NC(=O)c1ccc2c(c1)N=C(c1ccc(N3CCCC3)cc1)N2CCc1ccc(OC)cc1
BRD4DEL_actives_180,0.2871287128712871,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cccc4c2OCO4)N3C(CCC)C(F)(F)F)c1
BRD4DEL_actives_536,0.2871287128712871,train,NC(=O)[C@@H](C)NC(=O)c1ccc2c(c1)N=C(c1ccccc1C)N2Cc1nnc2ccccn12
BRD4DEL_actives_1038,0.2871287128712871,train,NC(=O)[C@@H](CC1CCC1)NC(=O)c1ccc2c(c1)N=C(CCC)N2C(C)c1ccc(OC)cc1
BRD4DEL_actives_70,0.2871287128712871,train,NC(=O)[C@H](Cc1csc2ccccc12)NC(=O)c1ccc2c(c1)N=C(c1ccc(S(C)(=O)=O)cc1)N2Cc1ccc2c(c1)OCCO2
BRD4DEL_actives_692,0.2871287128712871,val,NC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)c1ccc2c(c1)N=C(c1n[nH]c3ccccc13)N2Cc1ccc(Br)cc1
BRD4DEL_actives_1077,0.28703703703703703,train,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1[nH]c(-c3ccccc3)nc1Cl)N2Cc1ccc(NC(=O)CC)nc1
BRD4DEL_actives_669,0.28703703703703703,train,NC(=O)[C@H](Cc1cccc(OC)c1)NC(=O)c1ccc2c(c1)N=C(c1ccc(Br)c(F)c1)N2Cc1cccnc1
BRD4DEL_actives_424,0.28703703703703703,train,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1cccc(C(F)(F)F)n1)N2Cc1ccc(CO)cc1
BRD4DEL_actives_797,0.28703703703703703,val,NC(=O)[C@H]1CCCN(C(=O)c2ccc3c(c2)N=C(c2ccc(-c4ccc(OC)cc4)o2)N3Cc2ccc(NC(=O)CC)nc2)C1
BRD4DEL_actives_771,0.2857142857142857,train,NC(=O)[C@H](CCC(N)=O)NC(=O)c1ccc2c(c1)N=C(c1ccc(N(C)C)cc1)N2CC1CCCCO1
BRD4DEL_actives_144,0.2857142857142857,train,NC(=O)[C@H](CCC(N)=O)NC(=O)c1ccc2c(c1)N=C(c1cc(Br)ccc1OC)N2CC(=O)N1CCOCC1
BRD4DEL_actives_113,0.2857142857142857,train,NC(=O)[C@H](CC(C)C)NC(=O)c1ccc2c(c1)N=C(c1cccs1)N2Cc1ccc(=O)[nH]c1
BRD4DEL_actives_43,0.2857142857142857,train,NC(=O)CN(C)C(=O)c1ccc2c(c1)N=C(CCC)N2Cc1ccc(CN2CCCC2)cc1
BRD4DEL_actives_199,0.2857142857142857,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc4cccnc4c2)N3CCN2CCCN(C)CC2)c1
BRD4DEL_actives_104,0.2857142857142857,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cccc(S(C)(=O)=O)c2)N3Cc2cccs2)c1
BRD4DEL_actives_600,0.2857142857142857,train,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(C1CCOCC1)N2CCN1CCCN(C)CC1
BRD4DEL_actives_111,0.2857142857142857,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1cc(OC)ccn1)N2CC(=O)N1CCOCC1)C1CCCC1
BRD4DEL_actives_973,0.2857142857142857,train,NC(=O)C(CC1CC1)NC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(OC)cc3)o1)N2Cc1ccc(NC(=O)CC)nc1
BRD4DEL_actives_550,0.2857142857142857,train,NC(=O)[C@H](Cc1csc2ccccc12)NC(=O)c1ccc2c(c1)N=C(c1cccc(OCC)c1)N2CCc1ccc(OC)cc1
BRD4DEL_actives_14,0.2857142857142857,train,NC(=O)[C@H](Cc1ccco1)NC(=O)c1ccc2c(c1)N=C(c1cn[nH]c1)N2Cc1cccc(N2CCCC2)c1
BRD4DEL_actives_551,0.2857142857142857,train,NC(=O)C(Cc1cn(C)cn1)NC(=O)c1ccc2c(c1)N=C(c1cn(C)cn1)N2C1CCN(Cc2ccccc2)C1
BRD4DEL_actives_219,0.2857142857142857,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2nc4ccccc4n2C)N3Cc2ccc(OC)cc2OC)c1
BRD4DEL_actives_598,0.2857142857142857,train,NC(=O)C(CC1CC1)NC(=O)c1ccc2c(c1)N=C(c1cnc3ccccc3n1)N2CC(=O)c1ccc(S(C)(=O)=O)cc1
BRD4DEL_actives_466,0.2857142857142857,train,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1cccc(O)c1)N2Cc1ccc2c(c1)OCCO2
BRD4DEL_actives_1062,0.2857142857142857,train,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1ccc(CC)o1)N2Cc1ccsc1
BRD4DEL_actives_269,0.2857142857142857,train,NC(=O)[C@H](Cc1csc2ccccc12)NC(=O)c1ccc2c(c1)N=C(c1cccc(OC)c1)N2Cc1ccc(CO)cc1
BRD4DEL_actives_772,0.2857142857142857,train,NC(=O)[C@H](Cc1ccc(OCC=C)cc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(OC)cc1)N2Cc1cc(OC)cc(OC)c1
BRD4DEL_actives_552,0.2857142857142857,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cccc(S(C)(=O)=O)c2)N3CCN2CCOCC2)c1
BRD4DEL_actives_442,0.2857142857142857,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(OC)cc2)N3Cc2ccnc(C)c2)c1
BRD4DEL_actives_929,0.2857142857142857,train,NC(=O)[C@@H]1C[C@@H](c2ccccc2)CN1C(=O)c1ccc2c(c1)N=C(c1ccco1)N2CC1CCCCO1
BRD4DEL_actives_851,0.2857142857142857,train,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(O)cc1)N2Cc1cccs1
BRD4DEL_actives_397,0.2857142857142857,val,NC(=O)[C@@H](C)NC(=O)c1ccc2c(c1)N=C(c1ccc(N3CCOCC3)cc1)N2Cc1cccc(OC(F)F)c1
BRD4DEL_actives_706,0.2857142857142857,val,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(Cl)cc3)o1)N2CCNC(C)=O
BRD4DEL_actives_105,0.2857142857142857,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(C2CCN(C)CC2)N3CCc2ccc(OC)cc2)c1
BRD4DEL_actives_359,0.2857142857142857,val,NC(=O)[C@H](Cc1ccccn1)NC(=O)c1ccc2c(c1)N=C(C1CCN(Cc3ccccc3)CC1)N2Cc1cc(OC)cc(OC)c1
BRD4DEL_actives_61,0.28440366972477066,train,NC(=O)[C@H](Cc1ccccn1)NC(=O)c1ccc2c(c1)N=C(c1cc(Br)ccc1O)N2CC1CCCCO1
BRD4DEL_actives_403,0.28440366972477066,train,NC(=O)[C@H](CCCCc1ccccc1)NC(=O)c1ccc2c(c1)N=C(c1ccc3c(c1)OCCO3)N2CCc1cccc(OC)c1
BRD4DEL_actives_546,0.28440366972477066,train,NC(=O)[C@H](Cc1cccs1)NC(=O)c1ccc2c(c1)N=C(c1cccnc1)N2CCc1cccc(OC)c1
BRD4DEL_actives_34,0.28431372549019607,train,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(c1cnccn1)N2CCc1cccc(Br)c1
BRD4DEL_actives_957,0.28431372549019607,train,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1O)N2CCN1CCOCC1
BRD4DEL_actives_586,0.28431372549019607,train,NC(=O)[C@H](Cc1ccc(OCC)cc1)NC(=O)c1ccc2c(c1)N=C(c1cccc(N3CCN(C)CC3)c1)N2Cc1ccc(S(=O)(=O)CC)cc1
BRD4DEL_actives_496,0.28431372549019607,train,NC(=O)[C@H](Cc1ccc(OCC=C)cc1)NC(=O)c1ccc2c(c1)N=C(c1cccc(OCC)c1)N2Cc1cncc(Br)c1
BRD4DEL_actives_742,0.28431372549019607,train,NC(=O)c1ccccc1NC(=O)c1ccc2c(c1)N=C(c1nnc[nH]1)N2Cc1nc(CSC)no1
BRD4DEL_actives_778,0.28431372549019607,train,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1cccc(OCC)c1)N2Cc1cnn(C)c1
BRD4DEL_actives_549,0.28431372549019607,train,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)c(OC)c1)N2Cc1nc(CSC)no1
BRD4DEL_actives_1021,0.28431372549019607,val,NC(=O)C(CC1CC1)NC(=O)c1ccc2c(c1)N=C(c1cccs1)N2Cc1ccc(CN2CCCC2)cc1
BRD4DEL_actives_263,0.28431372549019607,val,NC(=O)[C@H]1CCCN(C(=O)c2ccc3c(c2)N=C(c2cccnc2)N3Cc2ccc(CN3CCN(C)CC3)cc2)C1
BRD4DEL_actives_818,0.28421052631578947,train,NC(=O)[C@@H](CC(N)=O)NC(=O)c1ccc2c(c1)N=C(CCc1ccccc1)N2Cc1ccc(S(=O)(=O)CC)cc1
BRD4DEL_actives_326,0.28421052631578947,train,NC(=O)C(CCCCC=C)NC(=O)c1ccc2c(c1)N=C(c1cc(C)c(O)c(C)c1)N2Cc1ccc(C)cc1
BRD4DEL_actives_554,0.28421052631578947,train,NC(=O)[C@@H](CC(N)=O)NC(=O)c1ccc2c(c1)N=C(c1ccc(OC(C)=O)cc1)N2Cc1ccc(C)cc1
BRD4DEL_actives_632,0.28421052631578947,train,NC(=O)C(NC(=O)c1ccc2c(c1)N=C(c1cc(F)cc(F)c1)N2Cc1ccc(S(=O)(=O)CC)cc1)C(C)OC
BRD4DEL_actives_508,0.28421052631578947,train,NC(=O)[C@H](CCCC)NC(=O)c1ccc2c(c1)N=C(c1cc(F)cc(F)c1)N2CCN1CCOCC1
BRD4DEL_actives_500,0.28421052631578947,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ccc4[nH]ccc4c2)N3Cc2ccc(CN3CCCC3)cc2)c1
BRD4DEL_actives_576,0.28421052631578947,val,NC(=O)c1ccccc1NC(=O)c1ccc2c(c1)N=C(c1cc3ccoc3cn1)N2CCc1cccc(Br)c1
BRD4DEL_actives_553,0.28421052631578947,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cccc4nc[nH]c24)N3C(CC)CC)c1
BRD4DEL_actives_195,0.28421052631578947,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cc(F)cc(F)c2)N3CCNC(C)=O)c1
BRD4DEL_actives_573,0.2840909090909091,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(Cc2ccc(C)cc2)N3Cc2ccc(S(=O)(=O)CC)cc2)c1
BRD4DEL_actives_544,0.2840909090909091,train,NC(=O)C1CCN(C(=O)c2ccc3c(c2)N=C(c2nnc[nH]2)N3C2CCN(c3ncccn3)CC2)CC1
BRD4DEL_actives_522,0.2839506172839506,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1ccc(S(C)(=O)=O)cc1)N2Cc1ccc(S(=O)(=O)CC)cc1
BRD4DEL_actives_1102,0.28378378378378377,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1ccccc1)N2C(CC)CC
BRD4DEL_actives_367,0.2831858407079646,train,NC(=O)[C@H](CCCCC1CCCC1)NC(=O)c1ccc2c(c1)N=C(c1cccc(OCC)c1)N2C(CC)CC
BRD4DEL_actives_1085,0.2831858407079646,train,NC(=O)[C@H](Cc1cscn1)NC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(OC)cc3)o1)N2CCS(=O)(=O)N1CCCC1
BRD4DEL_actives_629,0.2831858407079646,train,NC(=O)C[C@@H]1CCCN1C(=O)c1ccc2c(c1)N=C(c1cncc(OC)c1)N2CC1CCCCO1
BRD4DEL_actives_480,0.2831858407079646,train,NC(=O)[C@H](Cc1ccc(OCC)cc1)NC(=O)c1ccc2c(c1)N=C(c1cc3c(cc1Br)OCO3)N2Cc1ccc(NC(=O)CC)nc1
BRD4DEL_actives_912,0.2831858407079646,train,NC(=O)[C@H](CCCCC1CCCC1)NC(=O)c1ccc2c(c1)N=C(c1ccc(N3CCCC3)cc1)N2CCc1cccc(OC)c1
BRD4DEL_actives_648,0.2831858407079646,train,NC(=O)[C@H](Cc1ccc(OCC=C)cc1)NC(=O)c1ccc2c(c1)N=C(c1cc(OC)ccn1)N2C(CCC)C(F)(F)F
BRD4DEL_actives_483,0.2831858407079646,val,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(OC)cc3)o1)N2C1CCN(Cc2ccccc2)C1)C1CCCCC1
BRD4DEL_actives_417,0.2830188679245283,train,NC(=O)CN(C)C(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(OC)cc3)o1)N2Cc1cncc(Br)c1
